Firma Adı,Makine Türü,Çekilen Enerji (kWh),Kullanılan Enerji (kWh),Çalışma Durumu,Saat Dilimi,Verimlilik (%),Öneri
Firma A,LPG Kompresörü,25.991568672566693,19.969723273752795,1,22:30,76.83154304892042,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,22.043945220229244,19.301013033797584,1,22:45,87.55698147936545,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,21.486046012626545,9.274352058305764,1,23:00,43.164535963739326,LPG kompresörü aşırı enerji tüketiyor! Hemen bakım yapılmalıdır.
Firma A,LPG Kompresörü,49.62706939801845,38.89791007440949,1,23:15,78.38042936293682,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,20.03522292943047,15.659205845850442,1,23:30,78.15838087255851,"Basınç düşüşü yaşanıyor olabilir, bakım önerilir."
Firma A,LPG Kompresörü,38.040345742864176,21.52369693610108,1,23:45,56.58123372902997,"Kompresör valflerinde aşınma olabilir, mekanik kontrol gereklidir."
Firma A,Hava Kompresörü,40.57472533604303,30.656868931499954,1,00:00,75.55656551608762,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,24.31061779794603,10.30972766100302,1,00:15,42.408332633463864,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,14.641414609374868,12.495970207791691,1,00:30,85.34674101633969,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,00:45,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,20.145477424252363,16.64807473067773,1,01:00,82.63926627341061,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,01:15,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,14.87567570868468,9.108260369774134,1,01:30,61.22922109989647,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,0.0,0.0,0,01:45,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,30.577384187802664,23.459151621077833,1,02:00,76.72059675541409,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,26.61356854915648,21.111038233817652,1,02:15,79.32434237379552,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,28.343190388727844,12.299360743235132,1,02:30,43.394411760105235,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,23.84224883793654,12.152174444043254,1,02:45,50.96907815468879,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,29.224213464265066,27.586692393416783,1,03:00,94.39669754380004,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,48.67552450596771,23.847993322416766,1,03:15,48.99380862242781,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,15.15627238559169,8.408428518621925,1,03:30,55.478209316265634,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,46.827303271580746,26.248444345738676,1,03:45,56.05371762176347,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,16.8724947787174,14.095999594496002,1,04:00,83.54425222449255,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,33.440927522555654,27.75532405654847,1,04:15,82.99806887182693,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,42.43581650296044,22.222552999846876,1,04:30,52.36744531190196,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,42.704107596462826,33.850173826737375,1,04:45,79.26678657380766,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,05:00,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,48.0056633345273,20.922883770706804,1,05:15,43.58419885775926,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,05:30,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,05:45,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,20.825315938444437,16.75490126532202,1,06:00,80.45448777270046,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,45.533803383374256,33.52669017598184,1,06:15,73.6303310613043,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,06:30,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,25.79015144114589,11.377125391918042,1,06:45,44.11422483455002,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,07:00,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,27.1380882234196,13.620245861649991,1,07:15,50.188671175060904,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,45.81863196114008,42.26539101781126,1,07:30,92.24498682906463,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,0.0,0.0,0,07:45,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,23.968916409075003,15.61737087268094,1,08:00,65.15676639753293,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,26.631328562378577,16.164940816188082,1,08:15,60.69896504909595,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,45.8835258563339,21.787080771253144,1,08:30,47.483449374554965,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,25.598540430436902,19.904446600284253,1,08:45,77.75617775698524,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,45.04375292608752,40.41984060152367,1,09:00,89.7346201766286,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,09:15,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,8.9744658431012,6.359257465588631,1,09:30,70.85945366293954,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,22.217481500038453,9.147718545198787,1,09:45,41.173517102660604,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,10:00,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,10:15,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,18.585239382195013,8.32987802579415,1,10:30,44.819858676527566,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,24.108757325055763,9.819153206306638,1,10:45,40.72857457527179,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,21.076917867020015,11.157431951070224,1,11:00,52.93673402091086,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,46.05055881325714,21.929383696325527,1,11:15,47.620233633326606,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,11:30,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,41.37956643430615,17.723423094644925,1,11:45,42.83134073621211,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,44.45326602894898,42.27713233426554,1,12:00,95.10467083955925,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,40.70446361321025,17.35792792317487,1,12:15,42.64379476441871,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,19.478664631375334,12.335065639430065,1,12:30,63.3260332413204,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,39.8079598701529,19.974926112877863,1,12:45,50.1782210845088,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,9.771513741839016,6.539223052851922,1,13:00,66.92129004386202,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,14.787696558960084,6.410878095006168,1,13:15,43.35278364311392,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,13:30,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,6.491260970662381,4.413054196103718,1,13:45,67.98454439050847,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,36.89165559066711,29.35946308776064,1,14:00,79.58293716476098,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,35.68956805418328,23.677528502817204,1,14:15,66.34299542900153,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,11.147039779357996,10.876279345437183,1,14:30,97.57101042716107,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,14.970271062489951,13.535357800806867,1,14:45,90.41491462851027,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,25.120132153759172,19.154820884755193,1,15:00,76.25286669476662,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,26.125398940119098,13.491318455684672,1,15:15,51.640621781920125,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,45.997159003512934,22.915997486618767,1,15:30,49.82046279177505,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,7.307666015149621,6.5292035444217795,1,15:45,89.34731733615082,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,38.99806834408556,27.394737058509644,1,16:00,70.24639481320445,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,27.63796974202715,11.993930132358145,1,16:15,43.39656727433132,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,10.505042813874294,8.94742275312159,1,16:30,85.17264433519954,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,11.248950078653259,9.846312080295911,1,16:45,87.53094298978992,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,6.9837756437966325,3.845655215982207,1,17:00,55.065560695640706,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,30.705003363748258,28.58541404204823,1,17:15,93.09692529067588,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,45.928697863470745,36.06885644856247,1,17:30,78.53228618799953,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,49.865639831841236,42.28553784495219,1,17:45,84.79894770737737,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,8.392674534422866,5.192177336709226,1,18:00,61.86558665432953,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,36.31945765702473,29.0565996289031,1,18:15,80.00284559117891,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,18:30,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,17.14135563218223,12.204394875785571,1,18:45,71.19853958850427,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,28.358991806108193,17.539253754664305,1,19:00,61.84724010846732,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,22.10008940227851,17.681331334262744,1,19:15,80.00570048571753,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,6.916435674425923,2.924368892196087,1,19:30,42.28144422725099,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,34.935982018182614,26.92182182637818,1,19:45,77.06044104432668,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,47.442073538426115,19.200435552469667,1,20:00,40.471324544695776,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,0.0,0.0,0,20:15,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,43.44018920129695,29.09225545275175,1,20:30,66.97083043985262,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,7.676320746886386,6.164124390291559,1,20:45,80.30050584834937,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,21.60666880678834,16.56020127327983,1,21:00,76.64393535794366,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,25.897357513258086,11.686236712363945,1,21:15,45.125209034864675,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,33.379149613459674,14.219766381266817,1,21:30,42.600744913923435,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,15.633728354047474,14.982291377732611,1,21:45,95.83313102567624,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,39.594171050000696,21.206613217938088,1,22:00,53.55993737350315,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,21.205387394584374,21.072200263077164,1,22:15,99.37191842323416,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,24.22105395236892,23.895669647481363,1,22:30,98.6566055072276,"Hava kompresörü verimli çalışıyor, herhangi bir aksiyon gerekmez."
Firma A,Hava Kompresörü,8.673999504664707,6.5598812281878205,1,22:45,75.62694953648597,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,30.08624410134182,19.889449491484697,1,23:00,66.10811713316401,"Filtreler kirlenmiş olabilir, düzenli bakım yapılmalıdır."
Firma A,Hava Kompresörü,0.0,0.0,0,23:15,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma A,Hava Kompresörü,20.722994767084487,15.98950277016816,1,23:30,77.15826283740223,"Sıkıştırılmış hava hattında kaçak olabilir, bakım önerilir."
Firma A,Hava Kompresörü,0.0,0.0,0,23:45,0.0,"Hava kompresörü aşırı enerji tüketiyor, acil bakım gereklidir."
Firma B,Pompa,12.794237156390526,12.402366974382883,1,00:00,96.93713523348353,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,7.316141804515814,6.447694168460542,1,00:15,88.12970470967045,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,5.397327825983592,4.469929213152876,1,00:30,82.81744887968317,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,40.77910143134594,26.268044480308344,1,00:45,64.41545683524235,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,46.806297730975146,22.141491940883885,1,01:00,47.304514593623246,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,26.242150488979004,21.678859055294154,1,01:15,82.61083276844514,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,24.557154182458994,22.19806557572769,1,01:30,90.39347723598858,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,37.279716828905286,25.912255917228133,1,01:45,69.50765220710247,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,23.37977857820995,15.681120125761515,1,02:00,67.07129442353394,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,27.127230623537617,23.998084363108514,1,02:15,88.4649255065719,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,0.0,0.0,0,02:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,37.51600622999853,33.942131659344035,1,02:45,90.47373393440597,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,0.0,0.0,0,03:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,8.744839763428587,5.851480291330366,1,03:15,66.91352214138429,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,29.131814649331883,25.026147691174515,1,03:30,85.90658698203846,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,36.81539020494804,33.230362072990246,1,03:45,90.26214821573191,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,30.03126834502462,21.5329523794125,1,04:00,71.70177473699653,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,41.5756792830236,22.866335013256307,1,04:15,54.99930586243773,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,33.04216387582991,22.04495460964034,1,04:30,66.71764807076106,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,12.47142222586982,5.964014550422946,1,04:45,47.82144684390225,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,24.30845682462761,22.701065967971168,1,05:00,93.38752406928627,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,40.74292163771693,28.034841416597757,1,05:15,68.8091091401876,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,25.75173939654971,21.01540089306407,1,05:30,81.60769480247137,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,37.75389500865535,24.234589157021226,1,05:45,64.19096400905198,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,10.816424693206265,8.478192805158939,1,06:00,78.38258061819673,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,21.726613908577338,10.51892562630341,1,06:15,48.41493327292339,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,0.0,0.0,0,06:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,6.665015241285371,6.577625503956038,1,06:45,98.68882914493562,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,18.971546294053418,8.645787042781429,1,07:00,45.57238987678842,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,31.618142273610314,15.040387104886294,1,07:15,47.568851372522175,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,25.107666489333095,17.04542759522044,1,07:30,67.88933413012369,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,18.215413864901556,7.809035733902585,1,07:45,42.87048206436559,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,23.06610987740514,21.187832866590114,1,08:00,91.85698403069289,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,27.767653154456386,27.57067688553607,1,08:15,99.2906268750022,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,44.42196535677936,36.32460841961431,1,08:30,81.77172740528174,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,27.674674333159363,15.716244736108072,1,08:45,56.78926713611626,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,40.588102803389795,22.080868122468477,1,09:00,54.40231643599846,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,36.93135305717121,23.310766863561167,1,09:15,63.119179054921624,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,09:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,41.45821561899166,19.292452959148815,1,09:45,46.53469202931905,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,46.53984603127774,23.480142543430222,1,10:00,50.45169794427354,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,10:15,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,5.810120907022739,3.5681393098223753,1,10:30,61.412479480582526,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,10.892510042652503,9.306783232543857,1,10:45,85.44204408442762,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,0.0,0.0,0,11:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,31.9003666054544,13.950967398345002,1,11:15,43.73293752667918,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,5.275198126763653,2.555402211615105,1,11:30,48.44182436770105,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,7.685949677981938,6.6385267124252385,1,11:45,86.37223753159263,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,19.670739589083773,16.262622279095268,1,12:00,82.67417808794627,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,20.287465918679793,19.005485567513837,1,12:15,93.68092419080509,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,27.6279045248102,14.380898779531206,1,12:30,52.05207932659888,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,19.64856330085223,11.93448657116785,1,12:45,60.73974157006282,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,8.913008094165018,4.65929722940593,1,13:00,52.27524961473087,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,13:15,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,6.442223122142796,4.688838111634086,1,13:30,72.78292016179806,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,0.0,0.0,0,13:45,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,46.39743097186196,25.896457083406577,1,14:00,55.81442019734166,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,29.718093251863,27.12675265075866,1,14:15,91.28025954040005,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,38.263342971665686,20.972737580726214,1,14:30,54.811566245679835,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,19.7056392269344,10.404630823510082,1,14:45,52.80027054026568,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,15:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,0.0,0.0,0,15:15,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,49.31289668421937,32.94623369803515,1,15:30,66.81058285626584,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,38.163431138325315,27.006711827881187,1,15:45,70.76594274239643,"Pompa motoru aşırı ısınıyor olabilir, bakım önerilir."
Firma B,Pompa,40.71188361792205,38.963802156954266,1,16:00,95.7062132585822,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,47.18650595202051,24.916549424005822,1,16:15,52.80439592060726,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,5.1367216177590445,2.2725078919311787,1,16:30,44.240433121283054,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,28.042272105280794,18.572853279189452,1,16:45,66.23162777060385,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,28.695420511003906,13.97473422559713,1,17:00,48.700224554082425,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,26.272350359803067,24.18356201917982,1,17:15,92.04948049178306,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,48.9049086359454,33.9605624431995,1,17:30,69.44203228352069,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,17:45,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,23.387945413441187,15.763566271728468,1,18:00,67.40038935899454,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,11.115958459302362,5.02768927598947,1,18:15,45.22947161413743,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,42.32078611294432,18.985223051969612,1,18:30,44.86027977198362,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,39.74944485353996,21.10734153162325,1,18:45,53.100971873682646,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,10.827695846214919,5.453869758034812,1,19:00,50.36962466895801,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,5.514387005571299,5.017416216435222,1,19:15,90.98774190795862,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
Firma B,Pompa,0.0,0.0,0,19:30,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,6.45092442075676,4.509337460435763,1,19:45,69.90219023379554,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,0.0,0.0,0,20:00,0.0,Pompa ciddi enerji kaybına uğruyor! Acil bakım gereklidir.
Firma B,Pompa,16.086174983365936,8.093359752011194,1,20:15,50.312518422684136,"Pompa emiş hattında tıkanıklık olabilir, kontrol edilmelidir."
Firma B,Pompa,31.77921997578708,31.766399792826334,1,20:30,99.95965859775502,"Pompa verimli çalışıyor, mevcut ayarlar korunabilir."
